Symbol,GICS Sector,GICS Sub-Industry
MH,Consumer Discretionary,Publishing
MHD,Finance,Investment Bankers/Brokers/Service
MHK,Consumer Discretionary,Home Furnishings
MHO,Consumer Discretionary,Homebuilding
MIAX,Finance,Investment Bankers/Brokers/Service
MICC,Consumer Staples,Specialty Foods
MIR,Industrials,Industrial Machinery/Components
MKC,Consumer Staples,Packaged Foods
MLI,Industrials,Metal Fabrications
MLM,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLR,Consumer Discretionary,Construction/Ag Equipment/Trucks
MMI,Finance,Real Estate
MMM,Health Care,Medical/Dental Instruments
MMS,Consumer Discretionary,Business Services
MNR,Energy,Oil & Gas Production
MNSO,Consumer Discretionary,Department/Specialty Retail Stores
MNTN,Consumer Discretionary,Advertising
MO,Health Care, Medicinal Chemicals and Botanical Products 
MOD,Consumer Discretionary,Auto Parts:O.E.M.
MOH,Health Care,Medical Specialities
MOS,Industrials,Agricultural Chemicals
MOV,Consumer Discretionary,Consumer Specialties
MP,Basic Materials,Metal Mining
MPC,Energy,Integrated oil Companies
MPLX,Energy,Natural Gas Distribution
MQY,Finance,Investment Bankers/Brokers/Service
MRK,Health Care,Biotechnology: Pharmaceutical Preparations
MRP,Finance,Real Estate
MRSH,Finance,Specialty Insurers
MS,Finance,Investment Bankers/Brokers/Service
MSA,Health Care,Industrial Specialties
MSCI,Consumer Discretionary,Business Services
MSGE,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGS,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,Technology,Radio And Television Broadcasting And Communications Equipment
MSIF,Finance,Finance/Investors Services
MSM,Industrials,Industrial Machinery/Components
MT,Industrials,Steel/Iron Ore
MTB,Finance,Major Banks
MTD,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Energy,Oil & Gas Production
MTG,Finance,Property-Casualty Insurers
MTH,Consumer Discretionary,Homebuilding
MTN,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTRN,Industrials,Industrial Specialties
MTUS,Industrials,Steel/Iron Ore
MTW,Industrials,Construction/Ag Equipment/Trucks
MTX,Basic Materials,Major Chemicals
MTZ,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MUA,Finance,Investment Bankers/Brokers/Service
MUC,Finance,Investment Bankers/Brokers/Service
MUFG,Finance,Commercial Banks
MUR,Energy,Oil & Gas Production
MUSA,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,Basic Materials,Precious Metals
MWA,Industrials,Metal Fabrications
MYE,Industrials,Plastic Products
MYI,Finance,Investment Bankers/Brokers/Service
NAN,Finance,Investment Managers
NAT,Consumer Discretionary,Marine Transportation
NATL,Miscellaneous,Office Equipment/Supplies/Services
NBHC,Finance,Major Banks
NBR,Energy,Oil & Gas Production
NCLH,Consumer Discretionary,Marine Transportation
NDMO,Finance,Trusts Except Educational Religious and Charitable
NE,Energy,Oil & Gas Production
NEE,Utilities,Electric Utilities: Central
NEM,Basic Materials,Precious Metals
NET,Technology,Computer Software: Prepackaged Software
NEU,Industrials,Major Chemicals
NEXA,Basic Materials,Metal Mining
NFG,Utilities,Oil/Gas Transmission
NGG,Utilities,Natural Gas Distribution
NGL,Utilities,Natural Gas Distribution
NGVC,Consumer Staples,Food Chains
NGVT,Industrials,Major Chemicals
NHI,Real Estate,Real Estate Investment Trusts
NI,Utilities,Power Generation
NIC,Finance,Major Banks
NIQ,Technology,Computer Software: Programming Data Processing
NJR,Utilities,Oil/Gas Transmission
NKE,Consumer Discretionary,Shoe Manufacturing
NLY,Real Estate,Real Estate Investment Trusts
NMAX,Industrials,Broadcasting
NMCO,Finance,Finance/Investors Services
NMR,Finance,Investment Bankers/Brokers/Service
NNI,Finance,Finance: Consumer Services
NNN,Real Estate,Real Estate Investment Trusts
NOAH,Finance,Investment Managers
NOC,Industrials,Industrial Machinery/Components
NOG,Energy,Oil & Gas Production
NOK,Technology,Radio And Television Broadcasting And Communications Equipment
NOMD,Consumer Staples,Packaged Foods
NOV,Consumer Discretionary,Oil and Gas Field Machinery
NOW,Technology,Computer Software: Prepackaged Software
NP,Finance,Specialty Insurers
NPB,Finance,Major Banks
NPKI,Industrials,Misc Corporate Leasing Services
NPO,Industrials,Metal Fabrications
NRG,Utilities,Electric Utilities: Central
NSC,Industrials,Railroads
NSP,Consumer Discretionary,Professional Services
NTB,Finance,Commercial Banks
NTR,Industrials,Agricultural Chemicals
NTST,Real Estate,Real Estate Investment Trusts
NU,Finance,Finance: Consumer Services
NUE,Industrials,Steel/Iron Ore
NUVB,Health Care,Biotechnology: Pharmaceutical Preparations
NVGS,Consumer Discretionary,Marine Transportation
NVO,Health Care,Biotechnology: Pharmaceutical Preparations
NVRI,Miscellaneous,Diversified Commercial Services
NVS,Health Care,Biotechnology: Pharmaceutical Preparations
NVST,Health Care,Medical/Dental Instruments
NVT,Industrials,Industrial Machinery/Components
NWG,Finance,Commercial Banks
NWN,Utilities,Oil/Gas Transmission
NX,Industrials,Metal Fabrications
NXE,Basic Materials,Other Metals and Minerals
NXP,Finance,Trusts Except Educational Religious and Charitable
NXRT,Real Estate,Real Estate Investment Trusts
NYT,Consumer Discretionary,Newspapers/Magazines
O,Real Estate,Real Estate Investment Trusts
OBDC,Finance,Diversified Financial Services
OBK,Finance,Major Banks
OC,Industrials,Industrial Machinery/Components
ODC,Consumer Discretionary,Miscellaneous manufacturing industries
OEC,Industrials,Major Chemicals
OFG,Finance,Major Banks
OFRM,Consumer Staples,Packaged Foods
OGE,Utilities,Electric Utilities: Central
OGN,Health Care,Biotechnology: Pharmaceutical Preparations
OGS,Utilities,Oil/Gas Transmission
OHI,Real Estate,Real Estate Investment Trusts
OI,Consumer Discretionary,Containers/Packaging
OII,Energy,Oilfield Services/Equipment
OIS,Consumer Discretionary,Oil and Gas Field Machinery
OKE,Utilities,Oil & Gas Production
OKLO,Utilities,Electric Utilities: Central
OLN,Industrials,Major Chemicals
OMC,Consumer Discretionary,Advertising
OMF,Finance,Finance: Consumer Services
ONON,Consumer Discretionary,Shoe Manufacturing
ONT,Consumer Discretionary,Professional Services
ONTO,Industrials,Industrial Machinery/Components
OOMA,Technology,EDP Services
OPFI,Finance,Finance: Consumer Services
OPLN,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
OPY,Finance,Investment Bankers/Brokers/Service
OR,Basic Materials,Precious Metals
ORA,Utilities,Electric Utilities: Central
ORC,Real Estate,Real Estate Investment Trusts
ORCL,Technology,Computer Software: Prepackaged Software
ORI,Finance,Property-Casualty Insurers
ORN,Industrials,Military/Government/Technical
OSCR,Health Care,Medical Specialities
OSK,Industrials,Auto Manufacturing
OTIS,Technology,Consumer Electronics/Appliances
OUT,Real Estate,Real Estate Investment Trusts
OVV,Energy,Oil & Gas Production
OWL,Finance,Investment Managers
OXM,Industrials,Garments and Clothing
OXY,Energy,Oil & Gas Production
P,Technology,Electronic Components
PAAS,Basic Materials,Precious Metals
PAC,Consumer Discretionary,Aerospace
PACK,Consumer Discretionary,Containers/Packaging
PACS,Health Care,Hospital/Nursing Management
PAG,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
PAGS,Technology,EDP Services
PAM,Utilities,Electric Utilities: Central
PAR,Miscellaneous,Office Equipment/Supplies/Services
PARR,Energy,Oil & Gas Production
PATH,Technology,Computer Software: Prepackaged Software
PAY,Consumer Discretionary,Business Services
PAYC,Technology,Computer Software: Prepackaged Software
PB,Finance,Major Banks
PBA,Energy,Oil & Gas Production
PBF,Energy,Integrated oil Companies
PBH,Health Care,Biotechnology: Pharmaceutical Preparations
PBI,Miscellaneous,Office Equipment/Supplies/Services
PBR,Energy,Oil & Gas Production
PBT,Energy,Oil & Gas Production
PCG,Utilities,Power Generation
PCOR,Technology,Computer Software: Prepackaged Software
PD,Technology,Computer Software: Prepackaged Software
PDI,Finance,Trusts Except Educational Religious and Charitable
PDM,Real Estate,Building operators
PDO,Finance,Trusts Except Educational Religious and Charitable
PDS,Energy,Oil & Gas Production
PDX,Finance,Finance/Investors Services
PEB,Real Estate,Real Estate Investment Trusts
PEG,Utilities,Power Generation
PEN,Health Care,Medical/Dental Instruments
PFE,Health Care,Biotechnology: Pharmaceutical Preparations
PFGC,Consumer Discretionary,Food Distributors
PFLT,Finance,Finance: Consumer Services
PFS,Finance,Savings Institutions
PFSI,Finance,Finance: Consumer Services
PG,Consumer Discretionary,Package Goods/Cosmetics
PGR,Finance,Property-Casualty Insurers
PH,Industrials,Metal Fabrications
PHG,Health Care,Medical Electronics
PHIN,Consumer Discretionary,Auto Parts:O.E.M.
PHM,Consumer Discretionary,Homebuilding
PHR,Consumer Discretionary,Business Services
PII,Consumer Discretionary,Industrial Specialties
PINS,Technology,Computer Software: Programming Data Processing
PIPR,Finance,Investment Bankers/Brokers/Service
PJT,Finance,Investment Managers
PK,Consumer Discretionary,Hotels/Resorts
PKE,Industrials,Military/Government/Technical
PKG,Consumer Discretionary,Containers/Packaging
PKX,Industrials,Steel/Iron Ore
PL,Technology,Radio And Television Broadcasting And Communications Equipment
PLD,Real Estate,Real Estate Investment Trusts
PLGO,Finance,Property-Casualty Insurers
PLNT,Consumer Discretionary,Hotels/Resorts
PLOW,Industrials,Construction/Ag Equipment/Trucks
PM,Health Care, Medicinal Chemicals and Botanical Products 
PMT,Real Estate,Real Estate Investment Trusts
PNC,Finance,Major Banks
PNFP,Finance,Major Banks
PNR,Industrials,Industrial Machinery/Components
PNW,Utilities,Electric Utilities: Central
POR,Utilities,Electric Utilities: Central
POST,Consumer Staples,Packaged Foods
PPG,Consumer Discretionary,Paints/Coatings
PPL,Utilities,Electric Utilities: Central
PR,Energy,Oil & Gas Production
PRG,Consumer Discretionary,Diversified Commercial Services
PRGO,Health Care,Biotechnology: Pharmaceutical Preparations
PRI,Finance,Life Insurance
PRIM,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PRKS,Consumer Discretionary,Services-Misc. Amusement & Recreation
PRLB,Industrials,Metal Fabrications
PRM,Industrials,Major Chemicals
PRMB,Consumer Staples,Beverages (Production/Distribution)
PRSU,Consumer Discretionary,Services-Misc. Amusement & Recreation
PRU,Finance,Life Insurance
PS,Finance,Investment Managers
PSA,Real Estate,Real Estate Investment Trusts
PSFE,Consumer Discretionary,Business Services
PSN,Technology,EDP Services
PSO,Consumer Discretionary,Books
PSTL,Real Estate,Real Estate Investment Trusts
PSX,Energy,Integrated oil Companies
PTA,Finance,Trusts Except Educational Religious and Charitable
PUK,Finance,Life Insurance
PUMP,Energy,Oilfield Services/Equipment
PVH,Industrials,Garments and Clothing
PWR,Industrials,Engineering & Construction
PXED,Real Estate,Other Consumer Services
Q,Technology,Semiconductors
QGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QSR,Consumer Discretionary,Restaurants
QTWO,Technology,Computer Software: Prepackaged Software
QUAD,Consumer Discretionary,Publishing
QXO,Consumer Discretionary,RETAIL: Building Materials
R,Consumer Discretionary,Rental/Leasing Companies
RACE,Industrials,Auto Manufacturing
RAL,Industrials,Industrial Machinery/Components
RAMP,Technology,EDP Services
RBA,Consumer Discretionary,Business Services
RBC,Industrials,Metal Fabrications
RBLX,Technology,Computer Software: Prepackaged Software
RBRK,Technology,Computer Software: Prepackaged Software
RCI,Telecommunications,Cable & Other Pay Television Services
RCL,Consumer Discretionary,Marine Transportation
RCUS,Health Care,Biotechnology: Pharmaceutical Preparations
RDDT,Technology,EDP Services
RDN,Finance,Property-Casualty Insurers
RDW,Industrials,Military/Government/Technical
RDY,Health Care,Biotechnology: Pharmaceutical Preparations
REF,Consumer Discretionary,Apparel
RELX,Consumer Discretionary,Business Services
RES,Energy,Oilfield Services/Equipment
REX,Industrials,Major Chemicals
REXR,Real Estate,Real Estate Investment Trusts
REZI,Industrials,Wholesale Distributors
RF,Finance,Major Banks
RFI,Finance,Investment Managers
RGA,Finance,Life Insurance
RH,Consumer Discretionary,Other Specialty Stores
RHI,Consumer Discretionary,Professional Services
RHLD,Finance,Finance: Consumer Services
RHP,Real Estate,Real Estate Investment Trusts
RIG,Energy,Oil & Gas Production
RIO,Basic Materials,Metal Mining
RITM,Real Estate,Real Estate Investment Trusts
RJF,Finance,Investment Bankers/Brokers/Service
RKT,Finance,Finance: Consumer Services
RL,Industrials,Garments and Clothing
RLI,Finance,Property-Casualty Insurers
RLJ,Real Estate,Real Estate Investment Trusts
RMD,Health Care,Medical/Dental Instruments
RMT,Finance,Investment Managers
RNG,Technology,EDP Services
RNGR,Energy,Oilfield Services/Equipment
RNP,Finance,Investment Managers
RNR,Finance,Property-Casualty Insurers
RNST,Finance,Major Banks
ROG,Industrials,Major Chemicals
ROK,Industrials,Industrial Machinery/Components
ROL,Consumer Discretionary,Diversified Commercial Services
RPC,Finance,Investment Managers
RPM,Consumer Discretionary,Paints/Coatings
RQI,Finance,Trusts Except Educational Religious and Charitable
RRC,Energy,Oil & Gas Production
RRX,Industrials,Industrial Machinery/Components
RS,Industrials,Metal Fabrications
RSG,Utilities,Environmental Services
RSI,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSKD,Consumer Discretionary,Business Services
RTO,Consumer Discretionary,Other Consumer Services
RTX,Industrials,Aerospace
RVLV,Consumer Discretionary,Catalog/Specialty Distribution
RVT,Finance,Trusts Except Educational Religious and Charitable
RVTY,Industrials,Biotechnology: Laboratory Analytical Instruments
RXO,Consumer Discretionary,Transportation Services
RY,Finance,Commercial Banks
RYAM,Basic Materials,Paper
RYAN,Finance,Specialty Insurers
RYN,Real Estate,Real Estate Investment Trusts
RYZ,Industrials,Metal Fabrications
S,Technology,Computer Software: Prepackaged Software
SA,Basic Materials,Precious Metals
SAFE,Real Estate,Real Estate Investment Trusts
SAH,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
SAM,Consumer Staples,Beverages (Production/Distribution)
SAN,Finance,Commercial Banks
SAP,Technology,Computer Software: Prepackaged Software
SAR,Finance,Investment Managers
SARO,Industrials,Aerospace
SB,Consumer Discretionary,Marine Transportation
SBH,Consumer Discretionary,Other Specialty Stores
SBS,Utilities,Water Supply
SBSI,Finance,Major Banks
SBSW,Basic Materials,Precious Metals
SCCO,Basic Materials,Metal Mining
SCHW,Finance,Investment Bankers/Brokers/Service
SCI,Consumer Discretionary,Other Consumer Services
SCL,Consumer Discretionary,Package Goods/Cosmetics
SD,Energy,Oil & Gas Production
SDRL,Energy,Oil & Gas Production
SE,Consumer Discretionary,Other Consumer Services
SECZ,Finance,Finance: Consumer Services
SEG,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEI,Consumer Discretionary,Oil and Gas Field Machinery
SF,Finance,Investment Bankers/Brokers/Service
SFBS,Finance,Major Banks
SFL,Consumer Discretionary,Marine Transportation
SG,Consumer Discretionary,Restaurants
SGHC,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGI,Consumer Discretionary,Home Furnishings
SHAK,Consumer Discretionary,Restaurants
SHEL,Energy,Oil & Gas Production
SHG,Finance,Major Banks
SHO,Consumer Discretionary,Hotels/Resorts
SHW,Consumer Discretionary,RETAIL: Building Materials
SI,Health Care,Medical/Dental Instruments
SIG,Consumer Discretionary,Consumer Specialties
SII,Finance,Finance: Consumer Services
SITE,Consumer Discretionary,Professional and commerical equipment
SJM,Consumer Staples,Packaged Foods
SKE,Basic Materials,Precious Metals
SKM,Telecommunications,Telecommunications Equipment
SKT,Real Estate,Real Estate Investment Trusts
SKY,Consumer Discretionary,Homebuilding
SLB,Energy,Oilfield Services/Equipment
SLF,Finance,Life Insurance
SLG,Real Estate,Real Estate Investment Trusts
SLGN,Industrials,Containers/Packaging
SLVM,Basic Materials,Paper
SM,Energy,Oil & Gas Production
SMA,Real Estate,Real Estate Investment Trusts
SMBK,Finance,Major Banks
SMFG,Finance,Commercial Banks
SMG,Industrials,Agricultural Chemicals
SMP,Consumer Discretionary,Auto Parts:O.E.M.
SMR,Industrials,Metal Fabrications
SMWB,Technology,Computer Software: Programming Data Processing
SN,Consumer Discretionary,Consumer Electronics/Appliances
SNA,Consumer Discretionary,Industrial Machinery/Components
SNAP,Technology,Computer Software: Programming Data Processing
SNDA,Health Care,Hospital/Nursing Management
SNDR,Industrials,Trucking Freight/Courier Services
SNN,Health Care,Industrial Specialties
SNOW,Technology,Computer Software: Prepackaged Software
SNX,Technology,Retail: Computer Software & Peripheral Equipment
SO,Utilities,Electric Utilities: Central
SOBO,Energy,Natural Gas Distribution
SOLV,Health Care,Medical/Dental Instruments
SON,Consumer Discretionary,Containers/Packaging
SONY,Consumer Staples,Consumer Electronics/Appliances
SPB,Miscellaneous,Industrial Machinery/Components
SPG,Real Estate,Real Estate Investment Trusts
SPGI,Finance,Finance: Consumer Services
SPH,Consumer Discretionary,Other Specialty Stores
SPHR,Consumer Discretionary,Services-Misc. Amusement & Recreation
SPIR,Consumer Discretionary,Telecommunications Equipment
SPNT,Finance,Property-Casualty Insurers
SPOT,Consumer Discretionary,Broadcasting
SPXC,Industrials,Industrial Machinery/Components
SQM,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SR,Utilities,Oil/Gas Transmission
SRE,Utilities,Natural Gas Distribution
SSB,Finance,Major Banks
SSD,Consumer Discretionary,Industrial Machinery/Components
SSL,Energy,Oil & Gas Production
SSMR,Basic Materials,Precious Metals
ST,Industrials,Industrial Machinery/Components
STAG,Real Estate,Real Estate Investment Trusts
STC,Finance,Specialty Insurers
STDN,Basic Materials,Major Chemicals
STE,Health Care,Industrial Specialties
STLA,Industrials,Auto Manufacturing
STM,Technology,Semiconductors
STN,Consumer Discretionary,Military/Government/Technical
STNG,Consumer Discretionary,Marine Transportation
STT,Finance,Major Banks
STUB,Consumer Discretionary,Services-Misc. Amusement & Recreation
STVN,Health Care,Medical/Dental Instruments
STWD,Real Estate,Real Estate Investment Trusts
STZ,Consumer Staples,Beverages (Production/Distribution)
SU,Energy,Integrated oil Companies
SUI,Real Estate,Real Estate Investment Trusts
SUN,Energy,Integrated oil Companies
SUNB,Consumer Discretionary,Diversified Commercial Services
SUNC,Energy,Integrated oil Companies
SUPV,Finance,Commercial Banks
SUZ,Basic Materials,Paper
SVV,Consumer Discretionary,Other Specialty Stores
SW,Consumer Discretionary,Containers/Packaging
SWK,Consumer Discretionary,Industrial Machinery/Components
SWX,Utilities,Oil & Gas Production
SXC,Industrials,Steel/Iron Ore
SXI,Industrials,Industrial Machinery/Components
SXT,Industrials,Major Chemicals
SYF,Finance,Finance: Consumer Services
SYK,Health Care,Medical/Dental Instruments
SYY,Consumer Discretionary,Food Distributors
T,Telecommunications,Telecommunications Equipment
TAC,Utilities,Electric Utilities: Central
TAK,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,Real Estate,Other Consumer Services
TALO,Energy,Oil & Gas Production
TAP,Consumer Staples,Beverages (Production/Distribution)
TBBB,Consumer Staples,Food Chains
TBI,Consumer Discretionary,Professional Services
TD,Finance,Commercial Banks
TDAY,Consumer Discretionary,Newspapers/Magazines
TDC,Technology,Computer Software: Prepackaged Software
TDG,Industrials,Military/Government/Technical
TDOC,Health Care,Medical/Nursing Services
TDS,Telecommunications,Telecommunications Equipment
TDW,Consumer Discretionary,Marine Transportation
TDY,Industrials,Industrial Machinery/Components
TE,Technology,Semiconductors
TECK,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TEL,Technology,Electronic Components
TEN,Consumer Discretionary,Marine Transportation
TEO,Telecommunications,Telecommunications Equipment
TEVA,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Industrials,Construction/Ag Equipment/Trucks
TFC,Finance,Major Banks
TFII,Industrials,Trucking Freight/Courier Services
TFIN,Finance,Major Banks
TFPM,Industrials,Precious Metals
TFX,Health Care,Medical/Dental Instruments
TG,Industrials,Metal Fabrications
TGLS,Consumer Discretionary,Electronic Components
TGS,Utilities,Natural Gas Distribution
TGT,Consumer Discretionary,Department/Specialty Retail Stores
THC,Health Care,Hospital/Nursing Management
THG,Finance,Property-Casualty Insurers
THO,Industrials,Homebuilding
TIC,Consumer Discretionary,Business Services
TIMB,Telecommunications,Telecommunications Equipment
TJX,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Consumer Discretionary,Marine Transportation
TKC,Telecommunications,Telecommunications Equipment
TKO,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,Industrials,Metal Fabrications
TLK,Telecommunications,Telecommunications Equipment
TM,Industrials,Auto Manufacturing
TME,Consumer Discretionary,Broadcasting
TMO,Industrials,Industrial Machinery/Components
TNC,Industrials,Industrial Machinery/Components
TNET,Consumer Discretionary,Business Services
TNK,Consumer Discretionary,Marine Transportation
TNL,Consumer Discretionary,Hotels/Resorts
TOL,Consumer Discretionary,Homebuilding
TOST,Technology,EDP Services
TPB,Consumer Discretionary,Tobacco
TPC,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPL,Energy,Oil & Gas Production
TPR,Consumer Discretionary,Apparel
TRC,Finance,Real Estate
TREX,Basic Materials,Forest Products
TRGP,Utilities,Natural Gas Distribution
TRIN,Finance,Finance: Consumer Services
TRLV,Health Care, Medicinal Chemicals and Botanical Products 
TRN,Industrials,Railroads
TRNO,Finance,Real Estate
TROX,Basic Materials,Major Chemicals
TRP,Utilities,Natural Gas Distribution
TRTX,Real Estate,Real Estate Investment Trusts
TRU,Finance,Finance: Consumer Services
TRV,Finance,Property-Casualty Insurers
TS,Industrials,Steel/Iron Ore
TSLX,Finance,Investment Managers
TSM,Technology,Semiconductors
TSN,Consumer Staples,Meat/Poultry/Fish
TT,Industrials,Auto Parts:O.E.M.
TTAM,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TTC,Consumer Discretionary,Tools/Hardware
TTE,Energy,Oil & Gas Production
TTI,Energy,Oil & Gas Production
TU,Telecommunications,Telecommunications Equipment
TWI,Industrials,Steel/Iron Ore
TWLO,Technology,Computer Software: Prepackaged Software
TWO,Real Estate,Real Estate Investment Trusts
TX,Industrials,Steel/Iron Ore
TXNM,Utilities,Electric Utilities: Central
TXO,Energy,Oil & Gas Production
TXT,Industrials,Aerospace
TYG,Finance,Investment Managers
TYL,Technology,Computer Software: Prepackaged Software
U,Technology,Computer Software: Prepackaged Software
UA,Consumer Discretionary,Apparel
UAA,Consumer Discretionary,Apparel
UAMY,Industrials,Metal Fabrications
UAN,Industrials,Agricultural Chemicals
UBER,Consumer Discretionary,Business Services
UBS,Finance,Major Banks
UCB,Finance,Major Banks
UDR,Real Estate,Real Estate Investment Trusts
UE,Finance,Real Estate
UGI,Utilities,Natural Gas Distribution
UGP,Utilities,Oil/Gas Transmission
UHAL,Consumer Discretionary,Rental/Leasing Companies
UHS,Health Care,Hospital/Nursing Management
UL,Consumer Discretionary,Package Goods/Cosmetics
ULS,Health Care,Precision Instruments
UMC,Technology,Semiconductors
UMH,Real Estate,Real Estate Investment Trusts
UNF,Consumer Discretionary,Other Consumer Services
UNFI,Consumer Discretionary,Food Distributors
UNH,Health Care,Medical Specialities
UNM,Finance,Accident &Health Insurance
UNP,Industrials,Railroads
UPS,Industrials,Trucking Freight/Courier Services
URI,Consumer Discretionary,Diversified Commercial Services
USAC,Utilities,Natural Gas Distribution
USB,Finance,Major Banks
USFD,Consumer Discretionary,Food Distributors
USPH,Health Care,Medical/Nursing Services
UTI,Real Estate,Other Consumer Services
UTZ,Consumer Staples,Packaged Foods
UVE,Finance,Property-Casualty Insurers
UVV,Industrials,Farming/Seeds/Milling
V,Consumer Discretionary,Business Services
VAC,Finance,Real Estate
VAL,Energy,Oil & Gas Production
VALE,Basic Materials,Metal Mining
VEEV,Technology,Computer Software: Prepackaged Software
VEL,Finance,Finance: Consumer Services
VET,Energy,Oil & Gas Production
VFC,Industrials,Garments and Clothing
VG,Utilities,Oil/Gas Transmission
VGM,Finance,Trusts Except Educational Religious and Charitable
VGNT,Consumer Discretionary,Auto Parts:O.E.M.
VIA,Technology,Computer Software: Prepackaged Software
VICI,Real Estate,Real Estate Investment Trusts
VIK,Consumer Discretionary,Marine Transportation
VIPS,Consumer Discretionary,Catalog/Specialty Distribution
VIRT,Finance,Investment Bankers/Brokers/Service
VIST,Energy,Oil & Gas Production
VIV,Telecommunications,Telecommunications Equipment
VKQ,Finance,Trusts Except Educational Religious and Charitable
VLO,Energy,Integrated oil Companies
VLRS,Consumer Discretionary,Air Freight/Delivery Services
VLTO,Industrials,Electrical Products
VMC,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMI,Industrials,Metal Fabrications
VMO,Finance,Trusts Except Educational Religious and Charitable
VNO,Real Estate,Real Estate Investment Trusts
VNT,Industrials,Industrial Machinery/Components
VOYA,Finance,Life Insurance
VOYG,Industrials,Military/Government/Technical
VPG,Technology,Electrical Products
VRT,Technology,Industrial Machinery/Components
VSH,Technology,Electrical Products
VST,Utilities,Electric Utilities: Central
VSTS,Consumer Discretionary,Consumer Specialties
VSXY,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VTOL,Consumer Discretionary,Transportation Services
VTR,Real Estate,Real Estate Investment Trusts
VTS,Energy,Oil & Gas Production
VVV,Industrials,Major Chemicals
VVX,Consumer Discretionary,Diversified Commercial Services
VYX,Miscellaneous,Office Equipment/Supplies/Services
VZ,Telecommunications,Telecommunications Equipment
W,Consumer Discretionary,Catalog/Specialty Distribution
WAB,Industrials,Railroads
WAL,Finance,Major Banks
WAT,Industrials,Biotechnology: Laboratory Analytical Instruments
WBI,Energy,Oilfield Services/Equipment
WBS,Finance,Major Banks
WCC,Consumer Discretionary,Telecommunications Equipment
WCN,Utilities,Environmental Services
WD,Finance,Finance: Consumer Services
WDS,Energy,Oil & Gas Production
WEAV,Technology,Computer Software: Prepackaged Software
WEC,Utilities,Power Generation
WELL,Real Estate,Real Estate Investment Trusts
WES,Utilities,Natural Gas Distribution
WEX,Consumer Discretionary,Business Services
WF,Finance,Commercial Banks
WFC,Finance,Major Banks
WFG,Basic Materials,Forest Products
WGO,Industrials,Homebuilding
WH,Consumer Discretionary,Hotels/Resorts
WHD,Consumer Discretionary,Oil and Gas Field Machinery
WHR,Consumer Discretionary,Consumer Electronics/Appliances
WK,Technology,Computer Software: Prepackaged Software
WKC,Energy,Oil Refining/Marketing
WLK,Industrials,Major Chemicals
WLY,Consumer Discretionary,Books
WM,Utilities,Environmental Services
WMB,Utilities,Natural Gas Distribution
WMS,Consumer Discretionary,Containers/Packaging
WNC,Industrials,Construction/Ag Equipment/Trucks
WOLF,Technology,Semiconductors
WOR,Industrials,Steel/Iron Ore
WPC,Real Estate,Real Estate Investment Trusts
WPM,Basic Materials,Precious Metals
WPP,Consumer Discretionary,Advertising
WRB,Finance,Property-Casualty Insurers
WRBY,Health Care,Ophthalmic Goods
WS,Industrials,Steel/Iron Ore
WSM,Consumer Discretionary,Home Furnishings
WSO,Consumer Discretionary,Industrial Machinery/Components
WST,Health Care,Medical/Dental Instruments
WT,Finance,Investment Bankers/Brokers/Service
WTRG,Utilities,Water Supply
WTS,Industrials,Metal Fabrications
WTTR,Energy,Oilfield Services/Equipment
WU,Consumer Discretionary,Business Services
WWW,Consumer Discretionary,Shoe Manufacturing
WY,Real Estate,Real Estate Investment Trusts
XHR,Consumer Discretionary,Hotels/Resorts
XIFR,Utilities,Electric Utilities: Central
XOM,Energy,Integrated oil Companies
XPER,Technology,Computer Software: Prepackaged Software
XPEV,Industrials,Auto Manufacturing
XPO,Consumer Discretionary,Transportation Services
XPRO,Energy,Oilfield Services/Equipment
XYL,Industrials,Fluid Controls
XYZ,Technology,Computer Software: Prepackaged Software
XZO,Technology,Computer Software: Prepackaged Software
YALA,Technology,Computer Software: Programming Data Processing
YELP,Consumer Discretionary,Other Consumer Services
YETI,Consumer Discretionary,Recreational Games/Products/Toys
